Q (mW/m2),U (mW/m2),X,Y,Lat,Lon
59.573,25.537,772759,-2077419,-69.803,159.596
56.173,25.413,792831,-2077419,-69.74,159.111
55.637,22.952,812903,-2077419,-69.676,158.629
54.369,22.681,832974,-2077419,-69.61,158.151
57.187,23.197,853046,-2077419,-69.542,157.676
54.666,24.642,873118,-2077419,-69.474,157.203
56.605,25.983,893189,-2077419,-69.404,156.735
55.509,23.357,913261,-2077419,-69.332,156.269
54.326,24.915,933333,-2077419,-69.259,155.807
51.919,19.864,953405,-2077419,-69.185,155.348
53.261,21.355,973476,-2077419,-69.11,154.892
53.771,21.894,993548,-2077419,-69.034,154.44
49.063,18.886,1013620,-2077419,-68.956,153.991
48.493,19.439,1033691,-2077419,-68.877,153.546
48.375,18.87,1053763,-2077419,-68.797,153.104
49.588,18.894,1073835,-2077419,-68.715,152.665
51.338,20.236,1093906,-2077419,-68.633,152.23
52.222,19.474,1113978,-2077419,-68.549,151.798
52.024,19.721,1134050,-2077419,-68.464,151.37
53.473,18.475,1154121,-2077419,-68.378,150.945
53.976,20.606,1174193,-2077419,-68.29,150.524
56.33,19.512,1475268,-2077419,-66.857,144.62
80.602,51.183,431541,-2057347,-70.827,168.154
81.12,47.897,451612,-2057347,-70.789,167.619
86.219,44.196,471684,-2057347,-70.749,167.087
82.954,36.977,491756,-2057347,-70.708,166.557
73.784,31.712,511827,-2057347,-70.666,166.03
70.789,30.862,531899,-2057347,-70.622,165.504
69.758,31.78,551971,-2057347,-70.576,164.982
65.996,28.968,572043,-2057347,-70.529,164.461
69.488,32.668,592114,-2057347,-70.48,163.944
67.88,33.387,612186,-2057347,-70.429,163.429
60.825,26.497,632258,-2057347,-70.377,162.917
57.751,23.026,652329,-2057347,-70.324,162.408
58.523,26.284,672401,-2057347,-70.269,161.901
57.307,25.209,692473,-2057347,-70.212,161.398
65.2,32.448,712544,-2057347,-70.154,160.897
56.296,20.547,732616,-2057347,-70.095,160.399
62.286,23.021,752688,-2057347,-70.034,159.905
56.58,23.265,772759,-2057347,-69.971,159.413
55.726,22.84,792831,-2057347,-69.908,158.925
55.749,23.633,812903,-2057347,-69.842,158.44
54.12,24.561,832974,-2057347,-69.776,157.958
53.792,26.091,853046,-2057347,-69.708,157.479
59.694,24.25,873118,-2057347,-69.639,157.004
58.759,24.612,893189,-2057347,-69.568,156.532
58.567,27.162,913261,-2057347,-69.496,156.063
55.042,23.433,933333,-2057347,-69.423,155.598
53.723,21.771,953405,-2057347,-69.348,155.136
53.403,22.952,973476,-2057347,-69.272,154.678
48.872,21.265,993548,-2057347,-69.195,154.223
54.147,19.638,1013620,-2057347,-69.116,153.771
63.638,25.229,1033691,-2057347,-69.037,153.323
48.434,18.386,1053763,-2057347,-68.956,152.879
49.144,18.831,1073835,-2057347,-68.874,152.438
50.434,19.527,1093906,-2057347,-68.79,152.0
52.398,20.592,1113978,-2057347,-68.706,151.566
50.674,19.145,1134050,-2057347,-68.62,151.136
58.185,19.727,1154121,-2057347,-68.534,150.709
54.345,21.238,1174193,-2057347,-68.446,150.285
53.672,21.352,1194265,-2057347,-68.357,149.865
51.61,21.882,1214336,-2057347,-68.266,149.449
52.877,20.423,1354838,-2057347,-67.606,146.634
53.086,18.788,1374910,-2057347,-67.507,146.245
52.515,19.43,1394982,-2057347,-67.408,145.861
53.007,20.213,1455197,-2057347,-67.104,144.728
57.046,20.518,1475268,-2057347,-67.001,144.357
62.698,19.947,1495340,-2057347,-66.897,143.989
63.039,20.091,1515412,-2057347,-66.792,143.625
60.077,18.375,1535483,-2057347,-66.687,143.264
85.48,42.964,351254,-2037276,-71.138,170.218
87.522,51.836,411469,-2037276,-71.039,168.582
80.859,44.135,431541,-2037276,-71.003,168.04
72.891,36.246,451612,-2037276,-70.964,167.501
75.087,33.551,471684,-2037276,-70.925,166.964
75.934,30.445,491756,-2037276,-70.883,166.43
70.952,28.027,511827,-2037276,-70.84,165.897
74.899,32.646,531899,-2037276,-70.796,165.368
69.444,33.817,551971,-2037276,-70.749,164.84
66.168,30.813,572043,-2037276,-70.702,164.316
63.311,28.22,592114,-2037276,-70.652,163.794
62.105,31.606,612186,-2037276,-70.601,163.275
59.09,27.785,632258,-2037276,-70.549,162.759
55.177,24.963,652329,-2037276,-70.495,162.245
58.119,26.008,672401,-2037276,-70.439,161.735
59.687,25.596,692473,-2037276,-70.382,161.227
59.532,28.187,712544,-2037276,-70.324,160.723
63.081,27.373,732616,-2037276,-70.264,160.221
57.794,23.032,752688,-2037276,-70.202,159.723
57.404,23.796,772759,-2037276,-70.139,159.228
55.071,20.957,792831,-2037276,-70.075,158.736
53.252,24.146,812903,-2037276,-70.009,158.247
54.546,21.088,832974,-2037276,-69.942,157.762
51.939,20.52,853046,-2037276,-69.873,157.28
55.054,20.09,873118,-2037276,-69.803,156.801
56.766,18.113,893189,-2037276,-69.732,156.326
58.283,20.478,913261,-2037276,-69.66,155.854
58.494,23.23,933333,-2037276,-69.586,155.386
60.047,22.983,953405,-2037276,-69.51,154.921
55.771,23.195,973476,-2037276,-69.434,154.46
55.721,22.88,993548,-2037276,-69.356,154.002
65.603,25.958,1013620,-2037276,-69.277,153.548
65.274,25.438,1033691,-2037276,-69.196,153.097
61.039,23.889,1053763,-2037276,-69.115,152.65
62.948,23.88,1073835,-2037276,-69.032,152.207
59.88,23.159,1093906,-2037276,-68.948,151.767
59.843,22.637,1113978,-2037276,-68.863,151.33
59.843,22.035,1134050,-2037276,-68.777,150.897
62.756,22.095,1154121,-2037276,-68.689,150.468
59.44,22.15,1174193,-2037276,-68.6,150.043
50.95,22.769,1194265,-2037276,-68.511,149.621
54.785,22.205,1214336,-2037276,-68.42,149.203
54.626,21.681,1234408,-2037276,-68.328,148.788
52.879,20.01,1314695,-2037276,-67.95,147.165
53.208,19.984,1334767,-2037276,-67.852,146.768
55.215,20.837,1354838,-2037276,-67.754,146.375
55.264,21.142,1374910,-2037276,-67.655,145.986
52.639,20.95,1394982,-2037276,-67.555,145.599
54.033,20.94,1415053,-2037276,-67.454,145.217
54.01,20.259,1455197,-2037276,-67.249,144.462
57.79,19.686,1475268,-2037276,-67.145,144.09
61.691,20.271,1495340,-2037276,-67.041,143.722
64.87,21.376,1515412,-2037276,-66.935,143.357
63.361,21.174,1535483,-2037276,-66.829,142.995
85.111,50.318,331182,-2017204,-71.346,170.676
81.708,44.824,351254,-2017204,-71.316,170.122
83.101,43.642,371326,-2017204,-71.284,169.57
83.307,42.659,391397,-2017204,-71.25,169.019
73.479,34.751,411469,-2017204,-71.215,168.471
75.315,36.714,431541,-2017204,-71.179,167.925
72.203,31.944,451612,-2017204,-71.14,167.381
72.444,32.899,471684,-2017204,-71.1,166.839
75.918,38.145,491756,-2017204,-71.058,166.3
76.415,35.826,511827,-2017204,-71.015,165.763
72.734,34.934,531899,-2017204,-70.97,165.228
68.068,33.539,551971,-2017204,-70.923,164.697
64.218,35.065,572043,-2017204,-70.875,164.168
63.584,29.814,592114,-2017204,-70.825,163.641
61.604,31.935,612186,-2017204,-70.773,163.118
58.894,27.858,632258,-2017204,-70.72,162.597
55.92,25.76,652329,-2017204,-70.666,162.08
58.395,29.139,672401,-2017204,-70.61,161.565
59.746,27.221,692473,-2017204,-70.552,161.054
62.369,30.808,712544,-2017204,-70.493,160.545
61.371,24.739,732616,-2017204,-70.433,160.04
59.843,25.148,752688,-2017204,-70.371,159.538
57.725,24.354,772759,-2017204,-70.307,159.039
55.517,21.143,792831,-2017204,-70.242,158.543
55.276,23.832,812903,-2017204,-70.176,158.051
62.501,22.241,832974,-2017204,-70.108,157.563
58.179,20.107,853046,-2017204,-70.039,157.077
58.778,20.082,873118,-2017204,-69.968,156.595
58.49,18.262,893189,-2017204,-69.896,156.117
59.289,19.933,913261,-2017204,-69.823,155.642
59.656,20.671,933333,-2017204,-69.748,155.171
62.382,23.097,953405,-2017204,-69.672,154.703
60.413,24.177,973476,-2017204,-69.595,154.239
61.858,24.651,993548,-2017204,-69.517,153.778
67.643,23.856,1013620,-2017204,-69.437,153.321
54.346,20.432,1033691,-2017204,-69.356,152.868
60.358,19.908,1053763,-2017204,-69.274,152.418
55.061,20.588,1073835,-2017204,-69.19,151.972
54.454,20.742,1093906,-2017204,-69.106,151.53
57.857,20.077,1113978,-2017204,-69.02,151.091
61.834,23.877,1134050,-2017204,-68.933,150.656
62.753,24.445,1154121,-2017204,-68.844,150.224
62.414,23.373,1174193,-2017204,-68.755,149.797
59.783,24.138,1194265,-2017204,-68.665,149.373
60.464,23.363,1214336,-2017204,-68.573,148.952
62.238,22.17,1234408,-2017204,-68.48,148.536
60.416,22.387,1254480,-2017204,-68.387,148.123
60.363,23.166,1274552,-2017204,-68.292,147.714
56.121,21.727,1294623,-2017204,-68.196,147.308
56.526,22.017,1314695,-2017204,-68.099,146.906
61.119,23.194,1334767,-2017204,-68.001,146.508
56.904,21.624,1354838,-2017204,-67.902,146.113
59.371,22.956,1374910,-2017204,-67.803,145.722
58.677,20.484,1394982,-2017204,-67.702,145.334
56.996,20.856,1415053,-2017204,-67.6,144.951
54.621,17.95,1455197,-2017204,-67.394,144.194
62.91,18.431,1475268,-2017204,-67.289,143.82
60.11,18.719,1495340,-2017204,-67.184,143.451
64.287,19.998,1515412,-2017204,-67.077,143.085
61.501,20.999,1535483,-2017204,-66.97,142.722
65.431,21.329,1555555,-2017204,-66.862,142.363
62.721,20.143,1575627,-2017204,-66.753,142.007
63.556,21.025,1595698,-2017204,-66.644,141.654
91.402,72.96,331182,-1997132,-71.523,170.584
83.24,47.253,351254,-1997132,-71.493,170.025
79.137,36.645,371326,-1997132,-71.461,169.467
78.9,33.561,391397,-1997132,-71.427,168.912
75.063,35.897,411469,-1997132,-71.392,168.358
79.527,39.226,431541,-1997132,-71.355,167.807
75.193,37.873,451612,-1997132,-71.316,167.258
68.658,37.409,471684,-1997132,-71.275,166.711
64.549,27.634,491756,-1997132,-71.233,166.167
71.517,24.633,511827,-1997132,-71.189,165.626
66.155,31.331,531899,-1997132,-71.144,165.086
52.982,28.418,551971,-1997132,-71.096,164.55
62.419,26.293,572043,-1997132,-71.048,164.017
58.967,26.992,592114,-1997132,-70.997,163.486
58.145,29.11,612186,-1997132,-70.945,162.958
51.591,23.759,632258,-1997132,-70.892,162.433
60.888,32.635,652329,-1997132,-70.837,161.911
64.746,34.794,672401,-1997132,-70.78,161.392
57.002,27.289,692473,-1997132,-70.722,160.877
62.255,32.492,712544,-1997132,-70.662,160.364
62.111,25.334,732616,-1997132,-70.601,159.855
59.921,23.577,752688,-1997132,-70.539,159.349
56.301,22.012,772759,-1997132,-70.475,158.847
65.29,22.354,792831,-1997132,-70.409,158.348
61.097,22.317,812903,-1997132,-70.342,157.852
63.334,21.169,832974,-1997132,-70.274,157.36
59.798,21.378,853046,-1997132,-70.204,156.871
61.664,21.822,873118,-1997132,-70.133,156.386
60.029,21.983,893189,-1997132,-70.06,155.904
57.894,21.292,913261,-1997132,-69.986,155.426
59.214,21.335,933333,-1997132,-69.911,154.952
61.96,25.124,953405,-1997132,-69.834,154.481
59.726,21.945,973476,-1997132,-69.756,154.014
60.49,21.537,993548,-1997132,-69.677,153.55
60.731,21.928,1013620,-1997132,-69.597,153.09
55.362,20.663,1033691,-1997132,-69.515,152.634
52.657,20.248,1053763,-1997132,-69.432,152.182
53.606,20.28,1073835,-1997132,-69.348,151.734
56.718,20.056,1093906,-1997132,-69.263,151.289
58.654,19.8,1113978,-1997132,-69.176,150.848
59.91,20.26,1134050,-1997132,-69.088,150.41
62.185,19.313,1154121,-1997132,-68.999,149.977
65.16,21.236,1174193,-1997132,-68.909,149.547
64.562,21.878,1194265,-1997132,-68.818,149.121
67.336,22.164,1214336,-1997132,-68.726,148.699
63.699,21.88,1234408,-1997132,-68.633,148.28
62.456,22.227,1254480,-1997132,-68.538,147.865
68.265,24.29,1274552,-1997132,-68.443,147.454
66.128,22.728,1294623,-1997132,-68.346,147.047
64.802,22.948,1314695,-1997132,-68.248,146.643
62.354,22.737,1334767,-1997132,-68.15,146.244
61.955,23.547,1354838,-1997132,-68.05,145.847
59.91,21.074,1374910,-1997132,-67.95,145.455
58.972,19.566,1394982,-1997132,-67.848,145.066
55.969,21.449,1415053,-1997132,-67.746,144.681
55.864,18.656,1435125,-1997132,-67.642,144.299
59.766,16.764,1455197,-1997132,-67.538,143.921
60.692,17.857,1475268,-1997132,-67.432,143.547
63.337,17.987,1495340,-1997132,-67.326,143.176
64.974,17.751,1515412,-1997132,-67.219,142.809
63.429,17.786,1535483,-1997132,-67.111,142.445
63.587,17.828,1555555,-1997132,-67.003,142.085
64.141,19.659,1575627,-1997132,-66.893,141.729
60.794,20.343,1595698,-1997132,-66.783,141.375
58.592,19.22,1615770,-1997132,-66.671,141.026
59.685,21.46,1635842,-1997132,-66.559,140.679
89.612,79.473,311111,-1977060,-71.73,171.057
84.574,46.64,331182,-1977060,-71.701,170.491
76.621,40.12,351254,-1977060,-71.67,169.926
76.219,36.393,371326,-1977060,-71.638,169.363
74.503,39.065,391397,-1977060,-71.604,168.802
71.229,33.363,411469,-1977060,-71.568,168.243
74.685,34.417,431541,-1977060,-71.531,167.687
77.891,38.175,451612,-1977060,-71.491,167.133
69.277,37.209,471684,-1977060,-71.45,166.581
70.069,31.848,491756,-1977060,-71.408,166.032
72.102,27.401,511827,-1977060,-71.363,165.486
63.631,26.852,531899,-1977060,-71.317,164.942
58.087,28.469,551971,-1977060,-71.27,164.401
56.608,25.799,572043,-1977060,-71.221,163.863
58.989,28.154,592114,-1977060,-71.17,163.327
57.922,29.227,612186,-1977060,-71.117,162.795
59.085,32.371,632258,-1977060,-71.063,162.266
62.163,32.301,652329,-1977060,-71.008,161.74
52.504,23.543,672401,-1977060,-70.951,161.217
57.378,27.78,692473,-1977060,-70.892,160.697
62.404,28.735,712544,-1977060,-70.832,160.181
60.905,24.308,732616,-1977060,-70.77,159.667
58.78,25.5,752688,-1977060,-70.707,159.158
59.323,23.59,772759,-1977060,-70.642,158.651
64.86,22.0,792831,-1977060,-70.576,158.148
65.411,23.57,812903,-1977060,-70.508,157.649
62.959,20.651,832974,-1977060,-70.439,157.153
63.048,22.19,853046,-1977060,-70.369,156.661
58.97,19.589,873118,-1977060,-70.297,156.173
57.719,21.278,893189,-1977060,-70.224,155.688
58.424,20.624,913261,-1977060,-70.149,155.206
58.561,21.331,933333,-1977060,-70.073,154.729
60.121,20.124,953405,-1977060,-69.996,154.255
59.972,22.853,973476,-1977060,-69.917,153.785
61.474,20.656,993548,-1977060,-69.838,153.319
52.447,19.893,1013620,-1977060,-69.756,152.856
56.264,20.284,1033691,-1977060,-69.674,152.398
58.964,19.305,1053763,-1977060,-69.59,151.943
60.655,18.982,1073835,-1977060,-69.506,151.492
61.008,18.91,1093906,-1977060,-69.419,151.044
62.149,18.64,1113978,-1977060,-69.332,150.601
61.503,19.293,1134050,-1977060,-69.244,150.161
63.175,19.406,1154121,-1977060,-69.154,149.725
65.705,18.234,1174193,-1977060,-69.063,149.294
59.43,21.365,1194265,-1977060,-68.971,148.865
64.104,19.808,1214336,-1977060,-68.878,148.441
65.364,20.784,1234408,-1977060,-68.784,148.021
63.805,20.962,1254480,-1977060,-68.689,147.604
61.807,19.772,1274552,-1977060,-68.593,147.191
65.031,21.698,1294623,-1977060,-68.496,146.782
62.567,21.636,1314695,-1977060,-68.397,146.377
61.837,22.174,1334767,-1977060,-68.298,145.976
60.847,21.004,1354838,-1977060,-68.198,145.578
60.702,18.742,1374910,-1977060,-68.096,145.184
60.262,17.905,1394982,-1977060,-67.994,144.794
57.778,18.087,1415053,-1977060,-67.891,144.407
57.896,17.201,1435125,-1977060,-67.787,144.025
61.346,12.609,1455197,-1977060,-67.681,143.645
61.262,17.122,1475268,-1977060,-67.575,143.27
61.375,17.394,1495340,-1977060,-67.468,142.898
63.173,15.414,1515412,-1977060,-67.361,142.53
61.878,15.296,1535483,-1977060,-67.252,142.165
62.475,15.861,1555555,-1977060,-67.143,141.804
63.303,15.947,1575627,-1977060,-67.032,141.447
62.076,16.572,1595698,-1977060,-66.921,141.093
65.73,16.505,1615770,-1977060,-66.809,140.742
58.439,18.674,1635842,-1977060,-66.696,140.395
56.931,21.426,1655914,-1977060,-66.583,140.052
59.04,24.61,1675985,-1977060,-66.469,139.712
90.29,75.156,311111,-1956989,-71.908,170.967
81.412,43.068,331182,-1956989,-71.879,170.395
82.491,45.198,351254,-1956989,-71.848,169.824
73.995,36.732,371326,-1956989,-71.815,169.256
74.075,34.179,391397,-1956989,-71.781,168.69
70.86,32.299,411469,-1956989,-71.744,168.126
72.959,34.166,431541,-1956989,-71.707,167.565
72.534,34.6,451612,-1956989,-71.667,167.005
69.705,37.487,471684,-1956989,-71.626,166.449
72.334,27.456,491756,-1956989,-71.582,165.895
69.233,24.24,511827,-1956989,-71.538,165.343
62.779,26.729,531899,-1956989,-71.491,164.795
62.547,28.66,551971,-1956989,-71.443,164.249
60.503,28.83,572043,-1956989,-71.393,163.706
55.716,25.836,592114,-1956989,-71.342,163.166
53.692,22.678,612186,-1956989,-71.289,162.629
59.791,31.871,632258,-1956989,-71.235,162.096
58.603,26.727,652329,-1956989,-71.179,161.565
56.456,28.032,672401,-1956989,-71.121,161.038
61.253,31.245,692473,-1956989,-71.062,160.514
60.219,21.118,712544,-1956989,-71.001,159.993
60.286,21.278,732616,-1956989,-70.938,159.476
57.523,24.234,752688,-1956989,-70.875,158.962
61.969,28.548,772759,-1956989,-70.809,158.452
63.765,23.41,792831,-1956989,-70.743,157.946
65.057,20.314,812903,-1956989,-70.674,157.443
64.032,22.684,832974,-1956989,-70.605,156.943
59.169,20.864,853046,-1956989,-70.534,156.448
58.149,21.782,873118,-1956989,-70.461,155.956
58.636,21.51,893189,-1956989,-70.387,155.468
59.148,22.134,913261,-1956989,-70.312,154.983
58.729,23.308,933333,-1956989,-70.235,154.502
61.117,21.651,953405,-1956989,-70.157,154.026
59.53,22.459,973476,-1956989,-70.078,153.553
58.256,24.015,993548,-1956989,-69.998,153.083
60.192,20.559,1013620,-1956989,-69.916,152.618
58.328,20.019,1033691,-1956989,-69.833,152.157
60.036,19.218,1053763,-1956989,-69.748,151.699
56.636,20.15,1073835,-1956989,-69.663,151.246
59.02,19.355,1093906,-1956989,-69.576,150.796
60.999,19.123,1113978,-1956989,-69.488,150.35
60.26,19.661,1134050,-1956989,-69.399,149.908
62.859,19.331,1154121,-1956989,-69.308,149.47
63.223,19.162,1174193,-1956989,-69.217,149.036
58.237,20.359,1194265,-1956989,-69.124,148.606
66.453,18.853,1214336,-1956989,-69.031,148.18
61.394,18.956,1234408,-1956989,-68.936,147.758
62.606,18.189,1254480,-1956989,-68.84,147.339
60.609,18.456,1274552,-1956989,-68.743,146.925
62.658,18.907,1294623,-1956989,-68.645,146.514
60.752,19.383,1314695,-1956989,-68.546,146.107
62.623,19.419,1334767,-1956989,-68.446,145.704
61.169,17.759,1354838,-1956989,-68.344,145.305
59.296,17.118,1374910,-1956989,-68.242,144.91
60.543,16.708,1394982,-1956989,-68.139,144.518
59.452,16.568,1415053,-1956989,-68.035,144.13
59.739,16.268,1435125,-1956989,-67.93,143.746
60.096,16.816,1455197,-1956989,-67.825,143.366
62.206,16.315,1475268,-1956989,-67.718,142.989
64.841,14.58,1495340,-1956989,-67.61,142.616
64.585,14.794,1515412,-1956989,-67.502,142.247
63.026,14.86,1535483,-1956989,-67.392,141.882
62.624,15.148,1555555,-1956989,-67.282,141.52
63.809,15.477,1575627,-1956989,-67.171,141.161
62.058,15.047,1595698,-1956989,-67.059,140.807
60.256,15.222,1615770,-1956989,-66.946,140.456
60.832,16.897,1635842,-1956989,-66.833,140.108
58.554,18.209,1655914,-1956989,-66.719,139.764
58.848,18.418,1675985,-1956989,-66.604,139.423
59.614,24.136,1696057,-1956989,-66.488,139.086
60.295,23.665,1716129,-1956989,-66.371,138.752
78.542,35.354,331182,-1936917,-72.057,170.297
86.044,51.833,351254,-1936917,-72.025,169.721
77.452,37.631,371326,-1936917,-71.992,169.148
72.343,32.742,391397,-1936917,-71.958,168.576
72.725,32.356,411469,-1936917,-71.921,168.007
71.212,31.928,431541,-1936917,-71.883,167.44
65.396,29.871,451612,-1936917,-71.842,166.875
73.754,38.511,471684,-1936917,-71.801,166.314
69.903,27.522,491756,-1936917,-71.757,165.754
70.471,23.609,511827,-1936917,-71.712,165.198
63.858,25.195,531899,-1936917,-71.665,164.644
61.511,29.118,551971,-1936917,-71.617,164.094
58.792,28.82,572043,-1936917,-71.566,163.546
56.99,26.039,592114,-1936917,-71.514,163.002
56.847,29.795,612186,-1936917,-71.461,162.46
57.847,25.517,632258,-1936917,-71.406,161.922
56.235,25.453,652329,-1936917,-71.349,161.387
55.673,26.488,672401,-1936917,-71.291,160.856
60.878,26.094,692473,-1936917,-71.231,160.327
60.877,20.803,712544,-1936917,-71.17,159.803
57.027,23.464,732616,-1936917,-71.107,159.281
60.382,24.663,752688,-1936917,-71.042,158.764
56.24,25.49,772759,-1936917,-70.977,158.25
62.732,23.908,792831,-1936917,-70.909,157.739
65.773,19.811,812903,-1936917,-70.84,157.233
64.482,23.638,832974,-1936917,-70.77,156.73
56.306,22.231,853046,-1936917,-70.698,156.231
58.206,21.654,873118,-1936917,-70.625,155.735
57.725,21.641,893189,-1936917,-70.551,155.244
58.32,21.598,913261,-1936917,-70.475,154.756
59.659,21.502,933333,-1936917,-70.397,154.272
59.805,21.559,953405,-1936917,-70.319,153.792
58.704,22.18,973476,-1936917,-70.239,153.316
62.12,18.53,993548,-1936917,-70.157,152.844
61.762,18.923,1013620,-1936917,-70.075,152.376
57.913,20.289,1033691,-1936917,-69.991,151.912
57.015,20.144,1053763,-1936917,-69.906,151.452
62.23,18.331,1073835,-1936917,-69.82,150.996
59.907,19.362,1093906,-1936917,-69.732,150.544
59.989,19.837,1113978,-1936917,-69.643,150.096
60.572,20.215,1134050,-1936917,-69.554,149.651
62.507,19.54,1154121,-1936917,-69.462,149.211
62.052,18.638,1174193,-1936917,-69.37,148.775
56.099,20.6,1194265,-1936917,-69.277,148.343
55.922,20.866,1214336,-1936917,-69.182,147.915
62.879,19.626,1234408,-1936917,-69.087,147.49
58.717,19.643,1254480,-1936917,-68.99,147.07
59.877,18.533,1274552,-1936917,-68.892,146.654
63.161,17.833,1294623,-1936917,-68.794,146.241
63.355,19.005,1314695,-1936917,-68.694,145.833
61.797,17.011,1334767,-1936917,-68.593,145.429
58.934,16.439,1354838,-1936917,-68.491,145.028
58.741,17.417,1374910,-1936917,-68.388,144.631
58.263,16.56,1394982,-1936917,-68.284,144.238
60.901,15.359,1415053,-1936917,-68.18,143.849
61.723,15.419,1435125,-1936917,-68.074,143.464
57.652,15.852,1455197,-1936917,-67.967,143.083
62.557,13.897,1475268,-1936917,-67.86,142.705
64.357,14.02,1495340,-1936917,-67.751,142.331
63.4,13.847,1515412,-1936917,-67.642,141.961
63.216,14.7,1535483,-1936917,-67.532,141.595
63.073,15.005,1555555,-1936917,-67.421,141.232
59.086,14.346,1575627,-1936917,-67.309,140.873
56.954,15.903,1595698,-1936917,-67.197,140.517
56.96,17.3,1615770,-1936917,-67.083,140.165
58.303,17.5,1635842,-1936917,-66.969,139.817
58.318,17.244,1655914,-1936917,-66.854,139.472
58.938,17.279,1675985,-1936917,-66.738,139.131
58.876,17.402,1696057,-1936917,-66.622,138.793
59.325,19.165,1716129,-1936917,-66.504,138.459
58.91,22.607,1736200,-1936917,-66.386,138.128
60.691,23.778,1756272,-1936917,-66.268,137.8
59.973,23.993,1776344,-1936917,-66.148,137.476
80.709,38.985,331182,-1916845,-72.235,170.198
79.62,37.204,351254,-1916845,-72.203,169.616
91.753,51.391,371326,-1916845,-72.17,169.037
69.443,31.562,391397,-1916845,-72.134,168.46
78.173,29.961,411469,-1916845,-72.097,167.885
75.101,35.085,431541,-1916845,-72.059,167.312
70.431,30.193,451612,-1916845,-72.018,166.743
76.449,35.096,471684,-1916845,-71.976,166.176
72.55,33.379,491756,-1916845,-71.932,165.611
70.523,26.109,511827,-1916845,-71.886,165.05
67.207,23.424,531899,-1916845,-71.839,164.491
57.892,27.281,551971,-1916845,-71.79,163.936
59.487,27.531,572043,-1916845,-71.739,163.383
61.379,38.469,592114,-1916845,-71.687,162.834
58.275,29.701,612186,-1916845,-71.633,162.288
61.391,27.312,632258,-1916845,-71.577,161.745
65.569,28.505,652329,-1916845,-71.52,161.206
51.817,22.896,672401,-1916845,-71.461,160.67
59.229,22.459,692473,-1916845,-71.401,160.137
61.07,22.693,712544,-1916845,-71.339,159.608
56.136,25.308,732616,-1916845,-71.275,159.083
54.598,25.799,752688,-1916845,-71.21,158.562
63.594,26.198,772759,-1916845,-71.144,158.044
63.704,22.03,792831,-1916845,-71.075,157.529
61.859,19.984,812903,-1916845,-71.006,157.019
